event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
SAF12425,"02 March 2020",2020,1,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)",,5,,,0,50,,710,"Southern Africa","South Africa",Mpumalanga,Ehlanzeni,"City of Mbombela",Barberton,-25.7884,31.0532,1,"SABC News",National,"On 2 March 2020, an ANC building and a clinic were set alight in Barberton (Ehlanzeni, Mpumalanga) as part of an ongoing demonstration over demands for council changes.",0,"crowd size=no report",1663032952
SAF12435,"02 March 2020",2020,1,"Political violence",Riots,"Mob violence","Rioters (South Africa)","Vigilante Group (South Africa)",5,,,0,50,,710,"Southern Africa","South Africa",Mpumalanga,Ehlanzeni,"City of Mbombela",Mbombela,-25.4667,30.9667,3,"Times (South Africa)",National,"On 2 March 2020, a mob set alight cars and a church in the Mpumalanga province (Nelspruit, Ehlanzeni, Mpumalanga), accusing the pastor of rape.",0,"crowd size=no report",1663032952
SAF12421,"01 March 2020",2020,1,Demonstrations,Riots,"Violent demonstration","Rioters (International)","Refugees/IDPs (International)",5,"Police Forces of South Africa (1994-)",,1,15,,710,"Southern Africa","South Africa","Western Cape","City of Cape Town","City of Cape Town","Cape Town",-33.9253,18.4239,1,GroundUp,National,"On 1 March 2020, hundreds of demonstrating refugees clashed with police in Cape Town (City of Cape Town, Western Cape), as the demonstrated against their forced removal from a church. Police arrested eight demonstrators.",0,"crowd size=hundreds",1584396752
SAF12424,"01 March 2020",2020,2,"Political violence",Riots,"Mob violence","Rioters (South Africa)","Vigilante Group (South Africa)",5,"Civilians (South Africa)","Women (South Africa); Health Workers (South Africa)",7,57,"Civilian targeting",710,"Southern Africa","South Africa","Eastern Cape","Nelson Mandela Bay","Nelson Mandela Bay",Sydenham,-33.9253,25.6022,1,IOL,National,"On or around 1 March 2020, a female doctor was attacked by a group of men who stormed the Lenmed Nu Shifa Hospital in Sydenham (Nelson Mandela Bay, Eastern Cape), after a patient she operated on died.",0,"crowd size=no report",1584396752
SAF12423,"01 March 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","Labor Group (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa",Gauteng,"City of Johannesburg","City of Johannesburg","Johannesburg - Soweto",-26.2667,27.8667,1,"Daily Sun (South Africa)",National,"On 1 March 2020, workers demonstrated outside the Pikitup Avalon depot in Soweto (City of Johannesburg, Gauteng), demanding to be paid outstanding salaries.",0,"crowd size=no report",1611019294
SAF12422,"01 March 2020",2020,1,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)","Students (South Africa)",5,,,0,50,,710,"Southern Africa","South Africa",KwaZulu-Natal,Uthungulu,uMhlathuze,KwaDlangezwa,-28.858,31.8411,1,"Times (South Africa)",National,"On 1 March 2020, a container was set alight during student demonstrations at the University of Zululand in KwaDlangezwa (uThungulu, KwaZulu-Natal). The demonstration was over NSFAS payment issues.",0,"crowd size=no report",1622068025
SAF12374,"29 February 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","NU: Ndifuna Ukwazi; RTC: Reclaim The City",6,,,0,60,,710,"Southern Africa","South Africa","Western Cape","City of Cape Town","City of Cape Town","Cape Town",-33.9253,18.4239,1,"News24 (South Africa)",National,"On 29 February 2020, about 100 housing activists from Ndifuna Ukwazi and Reclaim the City marched to Rondebosch Golf Club in Cape Town (City of Cape Town, Western Cape), calling the City of Cape Town to prioritise affordable housing.",0,"crowd size=about 100",1583194354
SAF12420,"29 February 2020",2020,1,"Political violence",Riots,"Mob violence","Rioters (South Africa)","Vigilante Group (South Africa)",5,"Civilians (South Africa)",,7,57,"Civilian targeting",710,"Southern Africa","South Africa",KwaZulu-Natal,eThekwini,eThekwini,Verulam,-29.6505,31.0505,1,"Daily Sun (South Africa)",National,"On 29 February 2020, police rescued a man from a mob who accused him of raping two young girls in Verulam (eThekwini, KwaZulu-Natal).",0,"crowd size=no report",1622068025
SAF14537,"29 February 2020",2020,1,"Political violence",Riots,"Mob violence","Rioters (South Africa)",,5,"Police Forces of South Africa (1994-)",,1,15,,710,"Southern Africa","South Africa",KwaZulu-Natal,eThekwini,eThekwini,Durban,-29.8579,31.0292,1,"Mercury (South Africa); Xenowatch","Local partner-Other","On 29 February 2020, a mob gathered at a foreign-owned shop in the Inanda area, Durban (eThekwini, KwaZulu-Natal) after the shop's owner shot and killed a costumer during an argument. During a confrontation between community members and the police, a child was shot and killed.",1,"crowd size=no report",1622068025
SAF12373,"28 February 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","Students (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa","Eastern Cape","Buffalo City","Buffalo City",Zwelitsha,-32.92,27.4259,1,"Daily Dispatch",Subnational,"On 28 February 2020, Lovedale TVET college students demonstrated in Zwelitsha (Buffalo City , Eastern Cape), demanding more lecturers and toilets, improved living conditions, and increased NSFAS funding for students.",0,"crowd size=no report",1583194353
SAF12370,"28 February 2020",2020,1,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)",,5,"Police Forces of South Africa (1994-)",,1,15,,710,"Southern Africa","South Africa","Eastern Cape","Sarah Baartman","Sundays River Valley",Addo,-33.5231,25.7116,1,GroundUp,National,"On 28 February 2020, demonstrators barricaded roads with burning tyres and rubble in Addo Town (Cacadu, Eastern Cape), demanding houses, toilets, and improved service delivery. Police arrested four people for public violence.",0,"crowd size=at least 4",1618503982
SAF12371,"28 February 2020",2020,1,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)","Taxi Drivers (South Africa)",5,"Civilians (South Africa)",,7,57,,710,"Southern Africa","South Africa","Western Cape","City of Cape Town","City of Cape Town","Cape Town",-33.9253,18.4239,1,"Times (South Africa)",National,"On 28 February 2020, taxi drivers blocked roads and pelted buses with stones in Cape Town (City of Cape Town, Western Cape), leaving two drivers injured. No reason reported for the demonstration.",0,"crowd size=no report",1583194354
SAF12416,"28 February 2020",2020,2,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)",,6,,,0,60,,710,"Southern Africa","South Africa",Mpumalanga,Ehlanzeni,"City of Mbombela",Barberton,-25.7884,31.0532,1,"SABC News",National,"On or around 28 February 2020, demonstrators gathered outside the Barberton Magistrate Court (Ehlanzeni, Mpumalanga), demanding the release of arrested community members.",0,"crowd size=no report",1618503982
SAF12419,"28 February 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","Students (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa","North West",Bojanala,Rustenburg,Rustenburg,-25.6667,27.25,2,"Sowetan (South Africa)",National,"On 28 February 2020, students have been demonstrating at the Orbit TVET college, Mankwe campus outside Rustenburg (Bojanala Platinum, North-West). The demonstration was over dilapidated infrastructure, academic exclusions and non-payment of national student financial aid scheme funds.",0,"crowd size=no report",1618503988
SAF12372,"28 February 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","EFF: Economic Freedom Fighters; ATM: African Transformation Movement",6,,,0,60,,710,"Southern Africa","South Africa",Gauteng,"City of Johannesburg","City of Johannesburg","Johannesburg - Sandton",-26.1,28.0667,1,"News24 (South Africa); EWN",National,"On 28 February 2020, hundreds of EFF and ATM members marched to the Eskom headquarters in Sandton (City of Johannesburg, Gauteng) to hand over a memorandum. The demonstration was against loadshedding and the possible privatisation of the power utility.",0,"crowd size=hundreds",1611019285
SAF12418,"28 February 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","Students (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa","Eastern Cape","Nelson Mandela Bay","Nelson Mandela Bay",Gqeberha,-33.918,25.5701,1,GroundUp,National,"On 28 February 2020, about 70 parents and students demonstrated in front of the Joe Slovo Primary School in Port Elizabeth (Nelson Mandela Bay, Eastern Cape), demanding a fence around the school. The demonstration has been ongoing since February 24.",0,"crowd size=about 70",1615249506
SAF12417,"28 February 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","Students (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa",KwaZulu-Natal,Umgungundlovu,"The Msunduzi",Pietermaritzburg,-29.6167,30.3833,1,GroundUp,National,"On 28 February 2020, Technical and Vocational Education and Training (TVET) students demonstrated at the gates of the college in Pietermaritzburg (uMgungundlovu, KwaZulu-Natal), demanding their NSFAS allowance and accommodation payments.",0,"crowd size=no report",1622068025
SAF12366,"27 February 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","Students (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa","Eastern Cape",Amathole,"Raymond Mhlaba",Alice,-32.7875,26.8344,1,"Daily Dispatch; Sowetan (South Africa)",Subnational,"On 27 February 2020, more than a thousand University of Fort Hare students demonstrated at the court in Alice (Amathole, Eastern Cape), demanding the release of 11 students who were arrested during a demonstration.",0,"crowd size=more than a thousand",1618504025
SAF12368,"27 February 2020",2020,1,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)","Taxi Drivers (South Africa)",5,"Police Forces of South Africa (1994-)",,1,15,,710,"Southern Africa","South Africa",KwaZulu-Natal,Uthukela,"Alfred Duma",Ladysmith,-28.5587,29.779,1,"Mercury (South Africa); News24 (South Africa); Citizen (South Africa); Daily News (South Africa)",National,"On 27 February 2020, demonstrators, supported by taxi drivers, barricaded roads with burning tyres in Ladysmith (uThukela, KwaZulu-Natal), demanding the municipality mayor to step down due to service delivery issues. Police arrested 21 people.",0,"crowd size=at least 21",1618504025
SAF12367,"27 February 2020",2020,1,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)","Students (South Africa)",5,"Police Forces of South Africa (1994-)",,1,15,,710,"Southern Africa","South Africa","Eastern Cape","Buffalo City","Buffalo City","East London",-33.0153,27.9116,1,"Daily Dispatch",Subnational,"On 27 February 2020, University of Fort Hare students barricaded roads with burning rubble in East London (Buffalo City, Eastern Cape). Cars were pelted with stones and a truck was looted. The demonstration was over students not being able to study due to outstanding registration fees. Police used pepper spray to disperse the crowd. Police arrested 11 students for public violence.",0,"crowd size=at least 11",1583194353
SAF12365,"27 February 2020",2020,1,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)",,5,,,0,50,,710,"Southern Africa","South Africa","Eastern Cape","Sarah Baartman","Sundays River Valley",Addo,-33.5231,25.7116,1,GroundUp,National,"On 27 February 2020, demonstrators barricaded roads with burning tyres and rubble in Addo Town (Cacadu, Eastern Cape), demanding houses, toilets, and improved service delivery.",0,"crowd size=no report",1618504017
SAF12415,"27 February 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","Students (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa","North West",Bojanala,Rustenburg,Rustenburg,-25.6667,27.25,2,"Sowetan (South Africa)",National,"On 27 February 2020, students have been demonstrating at the Orbit TVET college, Mankwe campus outside Rustenburg (Bojanala Platinum, North-West). The demonstration was over dilapidated infrastructure, academic exclusions and non-payment of national student financial aid scheme funds.",0,"crowd size=no report",1618504025
SAF12471,"27 February 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","Students (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa","Western Cape","West Coast",Swartland,Malmesbury,-33.4613,18.7186,1,GroundUp,National,"On 27 February 2020, students demonstrated at West Coast College in Malmesbury (West Coast, Western Cape) over unpaid NSFAS funding allowance payments.",0,"crowd size=no report",1584396903
SAF12369,"27 February 2020",2020,1,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)",,5,,,0,50,,710,"Southern Africa","South Africa",Gauteng,"City of Johannesburg","City of Johannesburg","Johannesburg - Soweto",-26.2667,27.8667,1,GroundUp,National,"On 27 February 2020, demonstrators barricaded roads in Soweto (City of Johannesburg, Gauteng) with tree branches and stones, demanding the ward councillor to step down.",0,"crowd size=no report",1611019297
SAF12414,"27 February 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","Students (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa","Eastern Cape","Nelson Mandela Bay","Nelson Mandela Bay",Gqeberha,-33.918,25.5701,1,GroundUp,National,"On 27 February 2020, about 70 parents and students demonstrated in front of the Joe Slovo Primary School in Port Elizabeth (Nelson Mandela Bay, Eastern Cape), demanding a fence around the school. The demonstration has been ongoing since February 24.",0,"crowd size=about 70",1615249505
SAF12413,"27 February 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","Students (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa",KwaZulu-Natal,Umgungundlovu,"The Msunduzi",Pietermaritzburg,-29.6167,30.3833,1,GroundUp,National,"On 27 February 2020, Technical and Vocational Education and Training (TVET) students demonstrated at the gates of the college in Pietermaritzburg (uMgungundlovu, KwaZulu-Natal), demanding their NSFAS allowance and accommodation payments.",0,"crowd size=no report",1622068025
